Benjamin Lincoln;John Burgoyne;3
Daniel Morgan;John Burgoyne;3
Ebenezer Learned;John Burgoyne;3
Enoch Poor;John Burgoyne;3
Friedrich Adolf Riedesel;John Burgoyne;3
Horatio Gates;John Burgoyne;3
Simon Fraser of Balnain;John Burgoyne;3
Prince Eugene of Savoy;John Churchill, 1st Duke of Marlborough;3
Paul Kray;Jean Victor Marie Moreau;3
Charles Cornwallis, 1st Marquess Cornwallis;John Sullivan (general);3
George Washington;John Sullivan (general);3
Yi_Il;Konishi Yukinaga;3
Spain;Kingdom of France;3
Ukita Hideie;Kuroda Nagamasa;3
Toyotomi Hideyoshi;Maeda Toshiie;3
Wilhelm von Knyphausen;Nathanael Greene;3
Sébastien Le Prestre de Vauban;Louis XIV of France;3
Shimazu Yoshihiro;Konishi Yukinaga;3
Jean II d'Estrées;Michiel de Ruyter;3
Maeda Toshiie;Toyotomi Hideyoshi;3
Takeda Katsuyori;Tokugawa Ieyasu;3
Katō Yoshiaki;Tōdō Takatora;3
Wakisaka Yasuharu;Tōdō Takatora;3
Won Gyun;Tōdō Takatora;3
Yi Sun-sin;Tōdō Takatora;3
Louis XIV of France;Sébastien Le Prestre de Vauban;3
Tokugawa Ieyasu;Takeda Katsuyori;3
Ogasawara Nagatoki;Takeda Shingen;3
Richard Neville, 5th Earl of Salisbury;Richard of York, 3rd Duke of York;3
Toyotomi Hideyoshi;Shibata Katsuie;3
Konishi Yukinaga;Shimazu Yoshihiro;3
Jan Žižka;Sigismund, Holy Roman Emperor;3
Benedict Arnold;Simon Fraser of Balnain;3
Benjamin Lincoln;Simon Fraser of Balnain;3
Daniel Morgan;Simon Fraser of Balnain;3
Ebenezer Learned;Simon Fraser of Balnain;3
Enoch Poor;Simon Fraser of Balnain;3
Friedrich Adolf Riedesel;Simon Fraser of Balnain;3
Horatio Gates;Simon Fraser of Balnain;3
John Burgoyne;Simon Fraser of Balnain;3
Francis Vere;Spain;3
Kingdom of France;Spain;3
John Churchill, 1st Duke of Marlborough;Prince Eugene of Savoy;3
Guillaume Brune;Prince Frederick, Duke of York and Albany;3
Herman Willem Daendels;Prince Frederick, Duke of York and Albany;3
Henry VI of England;Richard Neville, 16th Earl of Warwick;3
Humphrey Stafford, 1st Duke of Buckingham;Richard Neville, 16th Earl of Warwick;3
Charles I of England;Prince Rupert of the Rhine;3
Edward IV of England;Richard Neville, 16th Earl of Warwick;3
Richard of York, 3rd Duke of York;Richard Neville, 5th Earl of Salisbury;3
Takeda Shingen;Ogasawara Nagatoki;3
William Howe, 5th Viscount Howe;Nathanael Greene;3
Jean Victor Marie Moreau;Paul Kray;3
Nuno Álvares Pereira;Pedro Álvares Pereira;2
Hernán Cortés;Pedro de Alvarado;2
Guido Starhemberg;Pedro Manuel de Ataíde;2
Philip V of Spain;Pedro Manuel de Ataíde;2
Henry II of Castile;Peter of Castile;2
Adam Ludwig Lewenhaupt;Peter the Great;2
Alexander Danilovich Menshikov;Peter the Great;2
Boris Sheremetev;Peter the Great;2
Charles XII of Sweden;Peter the Great;2
Guido Starhemberg;Philip V of Spain;2
James Stanhope, 1st Earl Stanhope;Philip V of Spain;2
Pedro Manuel de Ataíde;Philip V of Spain;2
Louis François, Prince of Conti;Philip, Duke of Parma;2
Claes Uggla;Philips van Almonde;2
Johan_B%C3%A4r;Philips van Almonde;2
Lorentz Creutz;Philips van Almonde;2
Niels Juel;Philips van Almonde;2
Dragut;Piali Pasha;2
Hugues Quiéret;Nicolas Béhuchet;2
Claes Uggla;Niels Juel;2
Johan_B%C3%A4r;Niels Juel;2
Lorentz Creutz;Niels Juel;2
Philips van Almonde;Niels Juel;2
Pedro Álvares Pereira;Nuno Álvares Pereira;2
Akechi Mitsuhide;Oda Nobunaga;2
Asakura Yoshikage;Oda Nobunaga;2
Azai Nagamasa;Oda Nobunaga;2
Maeda Toshiie;Oda Nobunaga;2
Shibata Katsuie;Oda Nobunaga;2
Takeda Katsuyori;Oda Nobunaga;2
Carl Gustav Rehnskiöld;Otto Vellingk;2
Charles XII of Sweden;Otto Vellingk;2
Suleiman the Magnificent;Pargalı Ibrahim Pasha;2
Dutch Republic;Portugal;2
Frederick the Great;Prince Charles Alexander of Lorraine;2
Ferdinand de Marsin;Prince Eugene of Savoy;2
Henry VI of England;Richard of York, 3rd Duke of York;2
Humphrey Stafford, 1st Duke of Buckingham;Richard of York, 3rd Duke of York;2
Richard Neville, 16th Earl of Warwick;Richard of York, 3rd Duke of York;2
Henry Holland, 3rd Duke of Exeter;Richard Neville, 16th Earl of Warwick;2
Cornelis Tromp;Prince Rupert of the Rhine;2
Jean II d'Estrées;Prince Rupert of the Rhine;2
Richard Neville, 5th Earl of Salisbury;Richard Neville, 16th Earl of Warwick;2
Richard of York, 3rd Duke of York;Richard Neville, 16th Earl of Warwick;2
William Neville, 1st Earl of Kent;Richard Neville, 16th Earl of Warwick;2
Henry VI of England;Richard Neville, 5th Earl of Salisbury;2
Humphrey Stafford, 1st Duke of Buckingham;Richard Neville, 5th Earl of Salisbury;2
Richard Neville, 16th Earl of Warwick;Richard Neville, 5th Earl of Salisbury;2
Jean-Baptiste Jourdan;Prince Josias of Saxe-Coburg-Saalfeld;2
William I of the Netherlands;Prince Josias of Saxe-Coburg-Saalfeld;2
Maximilian II Emanuel, Elector of Bavaria;Prince Eugene of Savoy;2
Toyotomi Hideyoshi;Oda Nobunaga;2
Robert Devereux, 3rd Earl of Essex;Prince Rupert of the Rhine;2
Karl August, Prince of Waldeck and Pyrmont;Prince William, Duke of Cumberland;2
Kingdom of France;Province of Hanover;2
Herman Willem Daendels;Ralph Abercromby;2
William Waller;Ralph Hopton, 1st Baron Hopton;2
Charles the Bold;René II, Duke of Lorraine;2
Rowland Laugharne;Rice Powell;2
Henry Appleton;Richard Badiley;2
Johan van Galen;Richard Badiley;2
Edward IV of England;Richard III of England;2
John de Vere, 13th Earl of Oxford;Richard III of England;2
William Hastings, 1st Baron Hastings;Richard III of England;2
Guy Carleton, 1st Baron Dorchester;Richard Montgomery;2
James Livingston (American Revolution);Richard Montgomery;2
Maurice, Prince of Orange;Spain;2
Gustavus Adolphus of Sweden;Stanisław Koniecpolski;2
John II Casimir Vasa;Stanisław Lanckoroński (hetman);2
Bayezid I;Stefan Lazarević;2
Pargalı Ibrahim Pasha;Suleiman the Magnificent;2
Takeda Shingen;Suwa Yorishige;2
Denmark;Sweden;2
Konishi Yukinaga;Tachibana Muneshige;2
Fiodor Denisov;Tadeusz Kościuszko;2
Oda Nobunaga;Takeda Katsuyori;2
Charles XI of Sweden;Simon Grundel-Helmfelt;2
Christian V of Denmark;Simon Grundel-Helmfelt;2
Sō Yoshitoshi;Shimazu Yoshihiro;2
Wakisaka Yasuharu;Shimazu Yoshihiro;2
Napoleon;Sidney Smith (Royal Navy officer);2
Louis Antoine de Bougainville;Samuel Hood, 1st Viscount Hood;2
Dutch Republic;Sébastien Le Prestre de Vauban;2
Prince Rupert of the Rhine;Robert Devereux, 3rd Earl of Essex;2
Henry Beaufort, 3rd Duke of Somerset;Robert Hungerford, 3rd Baron Hungerford;2
John Neville, 1st Marquess of Montagu;Robert Hungerford, 3rd Baron Hungerford;2
Thomas de Ros, 9th Baron de Ros;Robert Hungerford, 3rd Baron Hungerford;2
Gottfried Heinrich Graf zu Pappenheim;Robert Munro, 18th Baron of Foulis;2
Gustavus Adolphus of Sweden;Robert Munro, 18th Baron of Foulis;2
Aymer de Valence, 2nd Earl of Pembroke;Robert the Bruce;2
Diego de Almagro;Rodrigo Orgóñez;2
Gonzalo Pizarro;Rodrigo Orgóñez;2
Hernando Pizarro;Rodrigo Orgóñez;2
Rice Powell;Rowland Laugharne;2
Tokugawa Ieyasu;Sakai Tadatsugu;2
Suwa Yorishige;Takeda Shingen;2
Tozawa_Yorichika;Takeda Shingen;2
Yamagata Masakage;Takeda Shingen;2
Charles I, Duke of Brittany;Thomas Dagworth;2
Henry Beaufort, 3rd Duke of Somerset;Thomas de Ros, 9th Baron de Ros;2
John Neville, 1st Marquess of Montagu;Thomas de Ros, 9th Baron de Ros;2
Robert Hungerford, 3rd Baron Hungerford;Thomas de Ros, 9th Baron de Ros;2
John Stewart, Earl of Buchan;Thomas Montacute, 4th Earl of Salisbury;2
Baba Nobuharu;Takeda Shingen;2
Hōjō Ujikuni;Takeda Shingen;2
Murakami Yoshikiyo;Takeda Shingen;2
Maeda Toshiie;Shibata Katsuie;2
Oda Nobunaga;Shibata Katsuie;2
Shimazu Yoshihiro;Sō Yoshitoshi;2
Dutch Republic;Spain;2
Hattori Hanzō;Tokugawa Ieyasu;2
Ii Naomasa;Tokugawa Ieyasu;2
Ishida Mitsunari;Tokugawa Ieyasu;2
Maeda Toshiie;Tokugawa Ieyasu;2
Yi Eokgi;Tōdō Takatora;2
Toyotomi Hideyoshi;Tokugawa Ieyasu;2
Akechi Mitsuhide;Toyotomi Hideyoshi;2
Kobayakawa Takakage;Toyotomi Hideyoshi;2
Oda Nobunaga;Toyotomi Hideyoshi;2
Sakai Tadatsugu;Tokugawa Ieyasu;2
Archduke Leopold Wilhelm of Austria;Louis, Grand Condé;2
William Alexander, Lord Stirling;Nathanael Greene;2
John Sullivan (general);Nathanael Greene;2
Willem Joseph van Ghent;Michiel de Ruyter;2
John Hunyadi;Murad II;2
Takeda Shingen;Murakami Yoshikiyo;2
Dagobert Sigmund von Wurmser;Napoleon;2
Jezzar Pasha;Napoleon;2
József Alvinczi;Napoleon;2
Sidney Smith (Royal Navy officer);Napoleon;2
Alexander Leslie (British Army officer);Nathanael Greene;2
Uesugi Kagekatsu;Maeda Toshiie;2
Francis Vere;Maurice, Prince of Orange;2
Spain;Maurice, Prince of Orange;2
Charles V, Duke of Lorraine;Maximilian II Emanuel, Elector of Bavaria;2
John Churchill, 1st Duke of Marlborough;Maximilian II Emanuel, Elector of Bavaria;2
Prince Eugene of Savoy;Maximilian II Emanuel, Elector of Bavaria;2
Frederick the Great;Maximilian Ulysses Browne;2
Alexander Suvorov;Michael von Melas;2
Adriaen Banckert;Michiel de Ruyter;2
Cornelis Tromp;Michiel de Ruyter;2
George Monck, 1st Duke of Albemarle;Michiel de Ruyter;2
Gaspard II de Coligny;Louis, Prince of Condé (1530–1569);2
Francis de Gaston, Chevalier de Levis;Louis-Joseph de Montcalm;2
George Howe, 3rd Viscount Howe;Louis-Joseph de Montcalm;2
James Abercrombie (British Army general);Louis-Joseph de Montcalm;2
James Wolfe;Louis-Joseph de Montcalm;2
George Monck, 1st Duke of Albemarle;Maarten Tromp;2
Oda Nobunaga;Maeda Toshiie;2
Shibata Katsuie;Maeda Toshiie;2
Tokugawa Ieyasu;Maeda Toshiie;2
Katō Kiyomasa;Kwon Yul;2
Konishi Yukinaga;Kwon Yul;2
Jean Poton de Xaintrailles;La Hire;2
Joan of Arc;La Hire;2
John Talbot, 1st Earl of Shrewsbury;La Hire;2
Charles Edward Stuart;Lord George Murray (general);2
Claes Uggla;Lorentz Creutz;2
Johan_B%C3%A4r;Lorentz Creutz;2
Niels Juel;Lorentz Creutz;2
Philips van Almonde;Lorentz Creutz;2
François Joseph Paul de Grasse;Louis Antoine de Bougainville;2
Samuel Hood, 1st Viscount Hood;Louis Antoine de Bougainville;2
Philip, Duke of Parma;Louis François, Prince of Conti;2
Bartolomeo d'Alviano;Louis II de la Trémoille;2
Gian Giacomo Trivulzio;Louis II de la Trémoille;2
Frederick the Fair;Louis IV, Holy Roman Emperor;2
Dutch Republic;Louis XIV of France;2
France;Kingdom of Great Britain;2
Province of Hanover;Kingdom of France;2
Katō Kiyomasa;Konishi Yukinaga;2
Kuroda Nagamasa;Konishi Yukinaga;2
Kwon Yul;Konishi Yukinaga;2
Katō Yoshiaki;Kuki Yoshitaka;2
Katō Kiyomasa;Kuroda Nagamasa;2
Konishi Yukinaga;Kuroda Nagamasa;2
Tachibana Muneshige;Konishi Yukinaga;2
Ukita Hideie;Konishi Yukinaga;2
Wakisaka Yasuharu;Konishi Yukinaga;2
Yang Hao (Ming dynasty);Konishi Yukinaga;2
Nathanael Greene;John Sullivan (general);2
Wilhelm von Knyphausen;John Sullivan (general);2
Antoniotto Botta Adorno;Jean-Baptiste Francois des Marets, marquis de Maillebois;2
François Sébastien Charles Joseph de Croix, Count of Clerfayt;Jean-Baptiste Jourdan;2
Prince Josias of Saxe-Coburg-Saalfeld;Jean-Baptiste Jourdan;2
William I of the Netherlands;Jean-Baptiste Jourdan;2
Napoleon;Jezzar Pasha;2
Henry VII of England;John de Vere, 13th Earl of Oxford;2
Jasper Tudor, Duke of Bedford;John de Vere, 13th Earl of Oxford;2
Richard III of England;John de Vere, 13th Earl of Oxford;2
Johan Banér;John George I, Elector of Saxony;2
Đurađ Branković;John Hunyadi;2
Murad II;John Hunyadi;2
Władysław III of Poland;John Hunyadi;2
Charles X Gustav of Sweden;John II Casimir Vasa;2
Stanisław Lanckoroński (hetman);John II Casimir Vasa;2
Henry Beaufort, 3rd Duke of Somerset;John Neville, 1st Marquess of Montagu;2
Robert Hungerford, 3rd Baron Hungerford;John Neville, 1st Marquess of Montagu;2
Thomas de Ros, 9th Baron de Ros;John Neville, 1st Marquess of Montagu;2
Joseph Warren;John Pitcairn;2
Thomas Montacute, 4th Earl of Salisbury;John Stewart, Earl of Buchan;2
Joseph Brant;John Butler (pioneer);2
Henry de Nassau, Lord Overkirk;John Churchill, 1st Duke of Marlborough;2
Maximilian II Emanuel, Elector of Bavaria;John Churchill, 1st Duke of Marlborough;2
La Hire;Joan of Arc;2
William de la Pole, 1st Duke of Suffolk;Joan of Arc;2
John George I, Elector of Saxony;Johan Banér;2
Henry Appleton;Johan van Galen;2
Richard Badiley;Johan van Galen;2
Claes Uggla;Johan_B%C3%A4r;2
Lorentz Creutz;Johan_B%C3%A4r;2
Niels Juel;Johan_B%C3%A4r;2
Philips van Almonde;Johan_B%C3%A4r;2
Christian the Younger of Brunswick;Johann Tserclaes, Count of Tilly;2
Georg Friedrich, Margrave of Baden-Durlach;Johann Tserclaes, Count of Tilly;2
Gonzalo Fernández de Córdoba (1585–1645);Johann Tserclaes, Count of Tilly;2
Gottfried Heinrich Graf zu Pappenheim;Johann Tserclaes, Count of Tilly;2
Kingdom of France;Karl August, Prince of Waldeck and Pyrmont;2
Prince William, Duke of Cumberland;Karl August, Prince of Waldeck and Pyrmont;2
Konishi Yukinaga;Katō Kiyomasa;2
Kuroda Nagamasa;Katō Kiyomasa;2
Kwon Yul;Katō Kiyomasa;2
Ukita Hideie;Katō Kiyomasa;2
Kuki Yoshitaka;Katō Yoshiaki;2
Jean II, Duke of Alençon;John Talbot, 1st Earl of Shrewsbury;2
La Hire;John Talbot, 1st Earl of Shrewsbury;2
John Butler (pioneer);Joseph Brant;2
John Pitcairn;Joseph Warren;2
Napoleon;József Alvinczi;2
Diego de Almagro;Juan Pizarro (conquistador);2
Won Gyun;Katō Yoshiaki;2
Yi Eokgi;Katō Yoshiaki;2
Yi Sun-sin;Katō Yoshiaki;2
Kobayakawa Takakage;Kikkawa Motoharu;2
Kingdom of France;Kingdom of England;2
Holy Roman Empire;Kingdom of France;2
Karl August, Prince of Waldeck and Pyrmont;Kingdom of France;2
Kingdom of England;Kingdom of France;2
United States;Kingdom of Great Britain;2
Habsburg Monarchy;Kingdom of Prussia;2
Holy Roman Empire;Kingdom of Prussia;2
Chōsokabe Motochika;Kobayakawa Takakage;2
Ishida Mitsunari;Kobayakawa Takakage;2
Kikkawa Motoharu;Kobayakawa Takakage;2
Toyotomi Hideyoshi;Kobayakawa Takakage;2
Charles Bonaventure de Longueval, Count of Bucquoy;Ernst von Mansfeld;2
Prince Eugene of Savoy;Ferdinand de Marsin;2
Georg von Frundsberg;Fernando d'Avalos;2
Tadeusz Kościuszko;Fiodor Denisov;2
Habsburg Monarchy;France;2
Holy Roman Empire;France;2
Kingdom of Great Britain;France;2
George Howe, 3rd Viscount Howe;Francis de Gaston, Chevalier de Levis;2
James Abercrombie (British Army general);Francis de Gaston, Chevalier de Levis;2
Louis-Joseph de Montcalm;Francis de Gaston, Chevalier de Levis;2
Anthony Perry;Francis Needham, 1st Earl of Kilmorey;2
Maurice, Prince of Orange;Francis Vere;2
William Hastings, 1st Baron Hastings;Edward IV of England;2
William Neville, 1st Earl of Kent;Edward IV of England;2
Edward III of England;Edward, the Black Prince;2
Diego de Almagro;Francisco Pizarro;2
Napoleon;Dagobert Sigmund von Wurmser;2
Louis XIV of France;Dutch Republic;2
Portugal;Dutch Republic;2
Sébastien Le Prestre de Vauban;Dutch Republic;2
Spain;Dutch Republic;2
Edward, the Black Prince;Edward III of England;2
Henry Holland, 3rd Duke of Exeter;Edward IV of England;2
Richard III of England;Edward IV of England;2
Ahmad ibn Ibrahim al-Ghazi;Dawit II;2
Sweden;Denmark;2
Francisco Pizarro;Diego de Almagro;2
William Waller;Charles I of England;2
Thomas Dagworth;Charles I, Duke of Brittany;2
Charles Cornwallis, 1st Marquess Cornwallis;Charles Mawhood;2
George Washington;Charles Mawhood;2
René II, Duke of Lorraine;Charles the Bold;2
Maximilian II Emanuel, Elector of Bavaria;Charles V, Duke of Lorraine;2
John II Casimir Vasa;Charles X Gustav of Sweden;2
Christian V of Denmark;Charles XI of Sweden;2
Simon Grundel-Helmfelt;Charles XI of Sweden;2
Adam Heinrich von Steinau;Charles XII of Sweden;2
Alexander Danilovich Menshikov;Charles XII of Sweden;2
Juan Pizarro (conquistador);Diego de Almagro;2
Rodrigo Orgóñez;Diego de Almagro;2
Piali Pasha;Dragut;2
John Hunyadi;Đurađ Branković;2
Lord George Murray (general);Charles Edward Stuart;2
Wilhelm von Knyphausen;Charles Cornwallis, 1st Marquess Cornwallis;2
Buckongahelas;Blue Jacket;2
Adam Ludwig Lewenhaupt;Boris Sheremetev;2
Alexander Danilovich Menshikov;Boris Sheremetev;2
Carl Gustav Rehnskiöld;Boris Sheremetev;2
Dawit II;Ahmad ibn Ibrahim al-Ghazi;2
Gelawdewos;Ahmad ibn Ibrahim al-Ghazi;2
Oda Nobunaga;Akechi Mitsuhide;2
Toyotomi Hideyoshi;Akechi Mitsuhide;2
Charles XII of Sweden;Adam Heinrich von Steinau;2
Alexander Danilovich Menshikov;Adam Ludwig Lewenhaupt;2
Boris Sheremetev;Adam Ludwig Lewenhaupt;2
Peter the Great;Adam Ludwig Lewenhaupt;2
Jean II d'Estrées;Adriaen Banckert;2
Michiel de Ruyter;Adriaen Banckert;2
Adam Ludwig Lewenhaupt;Alexander Danilovich Menshikov;2
Boris Sheremetev;Alexander Danilovich Menshikov;2
Charles XII of Sweden;Alexander Danilovich Menshikov;2
Peter the Great;Alexander Danilovich Menshikov;2
George Washington;Alexander Leslie (British Army officer);2
Nathanael Greene;Alexander Leslie (British Army officer);2
Michael von Melas;Alexander Suvorov;2
Friedrich Freiherr von Hotze;André Masséna;2
Henry Beaufort, 3rd Duke of Somerset;Andrew Trollope;2
Henry Percy, 3rd Earl of Northumberland;Andrew Trollope;2
Francis Needham, 1st Earl of Kilmorey;Anthony Perry;2
Jean-Baptiste Francois des Marets, marquis de Maillebois;Antoniotto Botta Adorno;2
Louis, Grand Condé;Archduke Leopold Wilhelm of Austria;2
James Hamilton, Duke of Châtellerault;Archibald Douglas, 6th Earl of Angus;2
François Louis de Rousselet, Marquis de Châteaurenault;Arthur Herbert, 1st Earl of Torrington;2
Oda Nobunaga;Asakura Yoshikage;2
